gps_millis,timestamp,mean_cn0,std_cn0,max_cn0,min_cn0,cn0_range,high_cn0_alert,low_cn0_alert,low_cn0_variance,power_step_detected,spoofing_alert
1387195249000.0,2023-12-21 12:00:49,39.0,6.082762718200684,49.0,25.0,24.0,False,False,False,False,False
1387195250000.0,2023-12-21 12:00:50,39.04999923706055,5.995623588562012,49.0,26.0,23.0,False,False,False,False,False
1387195251000.0,2023-12-21 12:00:51,38.974998474121094,6.06006383895874,49.0,25.0,24.0,False,False,False,False,False
1387195252000.0,2023-12-21 12:00:52,39.0,6.016643524169922,49.0,25.0,24.0,False,False,False,False,False
1387195253000.0,2023-12-21 12:00:53,38.974998474121094,6.031116962432861,49.0,25.0,24.0,False,False,False,False,False
1387195254000.0,2023-12-21 12:00:54,38.95000076293945,6.033034324645996,49.0,25.0,24.0,False,False,False,False,False
1387195255000.0,2023-12-21 12:00:55,39.125,6.0464348793029785,49.0,25.0,24.0,False,False,False,False,False
1387195256000.0,2023-12-21 12:00:56,39.0,6.012486934661865,49.0,25.0,24.0,False,False,False,False,False
1387195257000.0,2023-12-21 12:00:57,39.0,5.983310222625732,49.0,25.0,24.0,False,False,False,False,False
1387195258000.0,2023-12-21 12:00:58,38.974998474121094,5.9895219802856445,49.0,25.0,24.0,False,False,False,False,False
1387195259000.0,2023-12-21 12:00:59,38.974998474121094,6.026970863342285,49.0,25.0,24.0,False,False,False,False,False
1387195260000.0,2023-12-21 12:01:00,39.07500076293945,6.059650897979736,49.0,25.0,24.0,False,False,False,False,False
1387195261000.0,2023-12-21 12:01:01,39.04999923706055,6.012279033660889,49.0,25.0,24.0,False,False,False,False,False
1387195262000.0,2023-12-21 12:01:02,39.07500076293945,6.03898811340332,49.0,25.0,24.0,False,False,False,False,False
1387195263000.0,2023-12-21 12:01:03,39.04999923706055,5.999791622161865,49.0,25.0,24.0,False,False,False,False,False
1387195264000.0,2023-12-21 12:01:04,39.04999923706055,6.008119583129883,49.0,25.0,24.0,False,False,False,False,False
1387195265000.0,2023-12-21 12:01:05,39.025001525878906,5.939223289489746,49.0,25.0,24.0,False,False,False,False,False
1387195266000.0,2023-12-21 12:01:06,39.025001525878906,5.968616008758545,49.0,25.0,24.0,False,False,False,False,False
1387195267000.0,2023-12-21 12:01:07,39.07500076293945,6.009939670562744,49.0,25.0,24.0,False,False,False,False,False
1387195268000.0,2023-12-21 12:01:08,39.025001525878906,6.006195068359375,49.0,25.0,24.0,False,False,False,False,False
1387195269000.0,2023-12-21 12:01:09,39.099998474121094,5.953150272369385,49.0,25.0,24.0,False,False,False,False,False
1387195270000.0,2023-12-21 12:01:10,39.17499923706055,5.9702911376953125,49.0,25.0,24.0,False,False,False,False,False
1387195271000.0,2023-12-21 12:01:11,39.099998474121094,5.990826606750488,49.0,25.0,24.0,False,False,False,False,False
1387195272000.0,2023-12-21 12:01:12,39.125,5.97573184967041,49.0,25.0,24.0,False,False,False,False,False
1387195273000.0,2023-12-21 12:01:13,39.17499923706055,5.945113658905029,49.0,25.0,24.0,False,False,False,False,False
1387195274000.0,2023-12-21 12:01:14,39.125,5.97573184967041,49.0,25.0,24.0,False,False,False,False,False
1387195275000.0,2023-12-21 12:01:15,39.125,5.98409366607666,49.0,25.0,24.0,False,False,False,False,False
1387195276000.0,2023-12-21 12:01:16,39.150001525878906,5.968877792358398,49.0,25.0,24.0,False,False,False,False,False
1387195277000.0,2023-12-21 12:01:17,39.125,6.029873371124268,49.0,25.0,24.0,False,False,False,False,False
1387195278000.0,2023-12-21 12:01:18,39.20000076293945,5.979966640472412,49.0,25.0,24.0,False,False,False,False,False
1387195279000.0,2023-12-21 12:01:19,39.224998474121094,5.909684181213379,49.0,26.0,23.0,False,False,False,False,False
1387195280000.0,2023-12-21 12:01:20,39.224998474121094,5.981168270111084,49.0,25.0,24.0,False,False,False,False,False
1387195281000.0,2023-12-21 12:01:21,39.224998474121094,5.95183801651001,49.0,26.0,23.0,False,False,False,False,False
1387195282000.0,2023-12-21 12:01:22,39.29999923706055,5.866003513336182,49.0,26.0,23.0,False,False,False,False,False
1387195283000.0,2023-12-21 12:01:23,39.25,5.969715118408203,49.0,25.0,24.0,False,False,False,False,False
1387195284000.0,2023-12-21 12:01:24,39.25,5.910795211791992,49.0,26.0,23.0,False,False,False,False,False
1387195285000.0,2023-12-21 12:01:25,39.275001525878906,5.920251369476318,49.0,25.0,24.0,False,False,False,False,False
1387195286000.0,2023-12-21 12:01:26,39.17499923706055,5.961910247802734,49.0,25.0,24.0,False,False,False,False,False
1387195287000.0,2023-12-21 12:01:27,39.224998474121094,5.964425563812256,49.0,25.0,24.0,False,False,False,False,False
1387195288000.0,2023-12-21 12:01:28,39.224998474121094,5.935012340545654,49.0,25.0,24.0,False,False,False,False,False
1387195289000.0,2023-12-21 12:01:29,39.224998474121094,5.862966537475586,49.0,26.0,23.0,False,False,False,False,False
1387195290000.0,2023-12-21 12:01:30,39.150001525878906,5.893004417419434,49.0,26.0,23.0,False,False,False,False,False
1387195291000.0,2023-12-21 12:01:31,39.17499923706055,5.881698131561279,49.0,26.0,23.0,False,False,False,False,False
1387195292000.0,2023-12-21 12:01:32,38.80487823486328,6.348495006561279,49.0,23.0,26.0,False,False,False,False,False
1387195293000.0,2023-12-21 12:01:33,38.82926940917969,6.331887722015381,49.0,23.0,26.0,False,False,False,False,False
1387195294000.0,2023-12-21 12:01:34,38.780487060546875,6.330384731292725,49.0,23.0,26.0,False,False,False,False,False
1387195295000.0,2023-12-21 12:01:35,39.224998474121094,5.8927388191223145,49.0,26.0,23.0,False,False,False,False,False
1387195296000.0,2023-12-21 12:01:36,39.125,5.950577735900879,49.0,25.0,24.0,False,False,False,False,False
1387195297000.0,2023-12-21 12:01:37,39.125,5.988269805908203,49.0,25.0,24.0,False,False,False,False,False
1387195298000.0,2023-12-21 12:01:38,39.125,5.942169189453125,49.0,25.0,24.0,False,False,False,False,False
1387195299000.0,2023-12-21 12:01:39,39.099998474121094,5.9447455406188965,49.0,25.0,24.0,False,False,False,False,False
1387195300000.0,2023-12-21 12:01:40,39.07500076293945,5.98075008392334,49.0,25.0,24.0,False,False,False,False,False
1387195301000.0,2023-12-21 12:01:41,39.125,5.878722190856934,49.0,26.0,23.0,False,False,False,False,False
1387195302000.0,2023-12-21 12:01:42,39.07500076293945,5.892314434051514,49.0,26.0,23.0,False,False,False,False,False
1387195303000.0,2023-12-21 12:01:43,39.150001525878906,5.880263328552246,49.0,26.0,23.0,False,False,False,False,False
1387195304000.0,2023-12-21 12:01:44,39.17499923706055,5.87744665145874,49.0,26.0,23.0,False,False,False,False,False
1387195305000.0,2023-12-21 12:01:45,39.17499923706055,5.87744665145874,49.0,26.0,23.0,False,False,False,False,False
1387195306000.0,2023-12-21 12:01:46,39.17499923706055,5.87744665145874,49.0,26.0,23.0,False,False,False,False,False
1387195307000.0,2023-12-21 12:01:47,39.17499923706055,5.87744665145874,49.0,26.0,23.0,False,False,False,False,False
1387195308000.0,2023-12-21 12:01:48,39.150001525878906,5.92262601852417,49.0,26.0,23.0,False,False,False,False,False
1387195309000.0,2023-12-21 12:01:49,39.0,5.93717098236084,49.0,26.0,23.0,False,False,False,False,False
1387195310000.0,2023-12-21 12:01:50,39.17499923706055,5.940907001495361,49.0,26.0,23.0,False,False,False,False,False
1387195311000.0,2023-12-21 12:01:51,39.099998474121094,5.9782938957214355,49.0,26.0,23.0,False,False,False,False,False
1387195312000.0,2023-12-21 12:01:52,39.07500076293945,6.014098167419434,49.0,25.0,24.0,False,False,False,False,False
1387195313000.0,2023-12-21 12:01:53,39.099998474121094,6.024118423461914,49.0,25.0,24.0,False,False,False,False,False
1387195314000.0,2023-12-21 12:01:54,39.125,5.9673590660095215,49.0,26.0,23.0,False,False,False,False,False
1387195315000.0,2023-12-21 12:01:55,39.125,5.9673590660095215,49.0,26.0,23.0,False,False,False,False,False
1387195316000.0,2023-12-21 12:01:56,39.150001525878906,5.97306489944458,49.0,26.0,23.0,False,False,False,False,False
1387195317000.0,2023-12-21 12:01:57,39.125,6.000781536102295,49.0,26.0,23.0,False,False,False,False,False
1387195318000.0,2023-12-21 12:01:58,39.17499923706055,5.902912139892578,49.0,26.0,23.0,False,False,False,False,False
1387195319000.0,2023-12-21 12:01:59,39.099998474121094,6.028266906738281,49.0,26.0,23.0,False,False,False,False,False
1387195320000.0,2023-12-21 12:02:00,39.125,5.91264533996582,49.0,26.0,23.0,False,False,False,False,False
1387195321000.0,2023-12-21 12:02:01,39.150001525878906,5.993955135345459,49.0,26.0,23.0,False,False,False,False,False
1387195322000.0,2023-12-21 12:02:02,39.150001525878906,5.993955135345459,49.0,26.0,23.0,False,False,False,False,False
1387195323000.0,2023-12-21 12:02:03,39.125,5.97991418838501,49.0,26.0,23.0,False,False,False,False,False
1387195324000.0,2023-12-21 12:02:04,39.17499923706055,5.936697006225586,49.0,26.0,23.0,False,False,False,False,False
1387195325000.0,2023-12-21 12:02:05,39.150001525878906,5.893004417419434,49.0,26.0,23.0,False,False,False,False,False
1387195326000.0,2023-12-21 12:02:06,39.150001525878906,5.939486026763916,49.0,26.0,23.0,False,False,False,False,False
1387195327000.0,2023-12-21 12:02:07,39.099998474121094,5.982474327087402,49.0,26.0,23.0,False,False,False,False,False
1387195328000.0,2023-12-21 12:02:08,39.04999923706055,5.936960697174072,49.0,26.0,23.0,False,False,False,False,False
1387195329000.0,2023-12-21 12:02:09,39.04999923706055,5.936960697174072,49.0,26.0,23.0,False,False,False,False,False
1387195330000.0,2023-12-21 12:02:10,39.04999923706055,5.978921890258789,49.0,26.0,23.0,False,False,False,False,False
1387195331000.0,2023-12-21 12:02:11,39.099998474121094,5.936328887939453,49.0,26.0,23.0,False,False,False,False,False
1387195332000.0,2023-12-21 12:02:12,39.07500076293945,5.900794506072998,49.0,26.0,23.0,False,False,False,False,False
1387195333000.0,2023-12-21 12:02:13,39.07500076293945,5.836897850036621,49.0,27.0,22.0,False,False,False,False,False
1387195334000.0,2023-12-21 12:02:14,39.150001525878906,5.8075385093688965,49.0,27.0,22.0,False,False,False,False,False
1387195335000.0,2023-12-21 12:02:15,39.099998474121094,5.73498010635376,49.0,27.0,22.0,False,False,False,False,False
1387195336000.0,2023-12-21 12:02:16,39.20000076293945,5.818934440612793,49.0,26.0,23.0,False,False,False,False,False
1387195337000.0,2023-12-21 12:02:17,39.150001525878906,5.901482582092285,49.0,26.0,23.0,False,False,False,False,False
1387195338000.0,2023-12-21 12:02:18,38.974998474121094,5.828754425048828,48.0,25.0,23.0,False,False,False,False,False
1387195339000.0,2023-12-21 12:02:19,39.04999923706055,5.809260368347168,48.0,25.0,23.0,False,False,False,False,False
1387195340000.0,2023-12-21 12:02:20,39.0,5.809474945068359,48.0,25.0,23.0,False,False,False,False,False
1387195341000.0,2023-12-21 12:02:21,38.974998474121094,5.794340133666992,48.0,25.0,23.0,False,False,False,False,False
1387195342000.0,2023-12-21 12:02:22,39.0,5.748912811279297,48.0,25.0,23.0,False,False,False,False,False
1387195343000.0,2023-12-21 12:02:23,39.025001525878906,5.751032829284668,48.0,25.0,23.0,False,False,False,False,False
1387195344000.0,2023-12-21 12:02:24,38.974998474121094,5.759720325469971,48.0,25.0,23.0,False,False,False,False,False
1387195345000.0,2023-12-21 12:02:25,39.0,5.770615100860596,48.0,25.0,23.0,False,False,False,False,False
1387195346000.0,2023-12-21 12:02:26,39.025001525878906,5.737976551055908,48.0,25.0,23.0,False,False,False,False,False
1387195347000.0,2023-12-21 12:02:27,38.900001525878906,5.664803504943848,48.0,25.0,23.0,False,False,False,False,False
1387195348000.0,2023-12-21 12:02:28,38.875,5.701699256896973,48.0,25.0,23.0,False,False,False,False,False
1387195349000.0,2023-12-21 12:02:29,38.92499923706055,5.767961025238037,48.0,25.0,23.0,False,False,False,False,False
1387195350000.0,2023-12-21 12:02:30,38.92499923706055,5.819740295410156,48.0,25.0,23.0,False,False,False,False,False
1387195351000.0,2023-12-21 12:02:31,39.025001525878906,5.733617782592773,48.0,26.0,22.0,False,False,False,False,False
1387195352000.0,2023-12-21 12:02:32,39.04999923706055,5.77039909362793,48.0,26.0,22.0,False,False,False,False,False
1387195353000.0,2023-12-21 12:02:33,39.0,5.839520454406738,48.0,26.0,22.0,False,False,False,False,False
1387195354000.0,2023-12-21 12:02:34,39.150001525878906,5.798922538757324,49.0,27.0,22.0,False,False,False,False,False
1387195355000.0,2023-12-21 12:02:35,39.099998474121094,5.717517375946045,49.0,27.0,22.0,False,False,False,False,False
1387195356000.0,2023-12-21 12:02:36,39.150001525878906,5.746955871582031,49.0,27.0,22.0,False,False,False,False,False
1387195357000.0,2023-12-21 12:02:37,39.07500076293945,5.746248245239258,49.0,27.0,22.0,False,False,False,False,False
1387195358000.0,2023-12-21 12:02:38,39.099998474121094,5.795688629150391,49.0,26.0,23.0,False,False,False,False,False
1387195359000.0,2023-12-21 12:02:39,39.099998474121094,5.791372776031494,49.0,26.0,23.0,False,False,False,False,False
1387195360000.0,2023-12-21 12:02:40,39.099998474121094,5.73061990737915,48.0,26.0,22.0,False,False,False,False,False
1387195361000.0,2023-12-21 12:02:41,38.974998474121094,5.811572551727295,48.0,26.0,22.0,False,False,False,False,False
1387195362000.0,2023-12-21 12:02:42,39.025001525878906,5.7466840744018555,48.0,26.0,22.0,False,False,False,False,False
1387195363000.0,2023-12-21 12:02:43,39.0,5.783597469329834,48.0,26.0,22.0,False,False,False,False,False
1387195364000.0,2023-12-21 12:02:44,39.025001525878906,5.742331504821777,48.0,26.0,22.0,False,False,False,False,False
1387195365000.0,2023-12-21 12:02:45,39.04999923706055,5.761727333068848,48.0,26.0,22.0,False,False,False,False,False
1387195366000.0,2023-12-21 12:02:46,39.025001525878906,5.7292561531066895,48.0,27.0,21.0,False,False,False,False,False
1387195367000.0,2023-12-21 12:02:47,39.025001525878906,5.7292561531066895,48.0,27.0,21.0,False,False,False,False,False
1387195368000.0,2023-12-21 12:02:48,39.025001525878906,5.841607570648193,48.0,26.0,22.0,False,False,False,False,False
1387195369000.0,2023-12-21 12:02:49,39.025001525878906,5.841607570648193,48.0,26.0,22.0,False,False,False,False,False
1387195370000.0,2023-12-21 12:02:50,39.025001525878906,5.841607570648193,48.0,26.0,22.0,False,False,False,False,False
1387195371000.0,2023-12-21 12:02:51,39.07500076293945,5.8111419677734375,48.0,27.0,21.0,False,False,False,False,False
1387195372000.0,2023-12-21 12:02:52,39.025001525878906,5.896980285644531,48.0,26.0,22.0,False,False,False,False,False
1387195373000.0,2023-12-21 12:02:53,39.025001525878906,5.862966537475586,48.0,26.0,22.0,False,False,False,False,False
1387195374000.0,2023-12-21 12:02:54,39.025001525878906,5.862966537475586,48.0,26.0,22.0,False,False,False,False,False
1387195375000.0,2023-12-21 12:02:55,38.95000076293945,5.830737590789795,48.0,27.0,21.0,False,False,False,False,False
1387195376000.0,2023-12-21 12:02:56,38.974998474121094,5.862966537475586,48.0,27.0,21.0,False,False,False,False,False
1387195377000.0,2023-12-21 12:02:57,38.974998474121094,5.905452728271484,48.0,27.0,21.0,False,False,False,False,False
1387195378000.0,2023-12-21 12:02:58,39.07500076293945,5.9177165031433105,48.0,27.0,21.0,False,False,False,False,False
1387195379000.0,2023-12-21 12:02:59,38.974998474121094,5.867228984832764,48.0,27.0,21.0,False,False,False,False,False
1387195380000.0,2023-12-21 12:03:00,39.0,5.818075180053711,48.0,27.0,21.0,False,False,False,False,False
1387195381000.0,2023-12-21 12:03:01,39.04999923706055,5.804954528808594,48.0,27.0,21.0,False,False,False,False,False
1387195382000.0,2023-12-21 12:03:02,39.0,5.805170059204102,48.0,27.0,21.0,False,False,False,False,False
1387195383000.0,2023-12-21 12:03:03,39.0,5.860887050628662,48.0,26.0,22.0,False,False,False,False,False
1387195384000.0,2023-12-21 12:03:04,39.025001525878906,5.850160598754883,48.0,26.0,22.0,False,False,False,False,False
1387195385000.0,2023-12-21 12:03:05,39.07500076293945,5.802531719207764,48.0,27.0,21.0,False,False,False,False,False
1387195386000.0,2023-12-21 12:03:06,39.07500076293945,5.7895917892456055,48.0,27.0,21.0,False,False,False,False,False
1387195387000.0,2023-12-21 12:03:07,38.974998474121094,5.659008502960205,48.0,27.0,21.0,False,False,False,False,False
1387195388000.0,2023-12-21 12:03:08,38.974998474121094,5.720521926879883,48.0,27.0,21.0,False,False,False,False,False
1387195389000.0,2023-12-21 12:03:09,38.875,5.840322971343994,48.0,27.0,21.0,False,False,False,False,False
1387195390000.0,2023-12-21 12:03:10,38.900001525878906,5.804308891296387,48.0,27.0,21.0,False,False,False,False,False
1387195391000.0,2023-12-21 12:03:11,38.875,5.8829731941223145,48.0,27.0,21.0,False,False,False,False,False
1387195392000.0,2023-12-21 12:03:12,39.0,5.894913196563721,48.0,27.0,21.0,False,False,False,False,False
1387195393000.0,2023-12-21 12:03:13,39.04999923706055,5.835023403167725,48.0,27.0,21.0,False,False,False,False,False
1387195394000.0,2023-12-21 12:03:14,39.0,5.882176399230957,48.0,27.0,21.0,False,False,False,False,False
1387195395000.0,2023-12-21 12:03:15,38.95000076293945,5.856407165527344,48.0,27.0,21.0,False,False,False,False,False
1387195396000.0,2023-12-21 12:03:16,39.04999923706055,5.890458106994629,48.0,27.0,21.0,False,False,False,False,False
1387195397000.0,2023-12-21 12:03:17,39.04999923706055,5.8862128257751465,48.0,27.0,21.0,False,False,False,False,False
1387195398000.0,2023-12-21 12:03:18,39.0,5.8736701011657715,48.0,27.0,21.0,False,False,False,False,False
1387195399000.0,2023-12-21 12:03:19,39.0,5.924525260925293,48.0,26.0,22.0,False,False,False,False,False
1387195400000.0,2023-12-21 12:03:20,39.125,5.937960624694824,48.0,27.0,21.0,False,False,False,False,False
1387195401000.0,2023-12-21 12:03:21,39.099998474121094,6.028266906738281,48.0,27.0,21.0,False,False,False,False,False
1387195402000.0,2023-12-21 12:03:22,39.099998474121094,5.855766296386719,48.0,27.0,21.0,False,False,False,False,False
1387195403000.0,2023-12-21 12:03:23,39.025001525878906,5.892739295959473,48.0,26.0,22.0,False,False,False,False,False
1387195404000.0,2023-12-21 12:03:24,39.025001525878906,5.9350128173828125,48.0,27.0,21.0,False,False,False,False,False
1387195405000.0,2023-12-21 12:03:25,39.025001525878906,5.875744819641113,48.0,27.0,21.0,False,False,False,False,False
1387195406000.0,2023-12-21 12:03:26,39.0,5.907622337341309,48.0,27.0,21.0,False,False,False,False,False
1387195407000.0,2023-12-21 12:03:27,39.04999923706055,5.835023403167725,48.0,27.0,21.0,False,False,False,False,False
1387195408000.0,2023-12-21 12:03:28,39.07500076293945,5.841178894042969,48.0,27.0,21.0,False,False,False,False,False
1387195409000.0,2023-12-21 12:03:29,39.099998474121094,5.795688629150391,48.0,27.0,21.0,False,False,False,False,False
1387195410000.0,2023-12-21 12:03:30,39.150001525878906,5.820437908172607,48.0,27.0,21.0,False,False,False,False,False
1387195411000.0,2023-12-21 12:03:31,39.125,5.823175430297852,48.0,27.0,21.0,False,False,False,False,False
1387195412000.0,2023-12-21 12:03:32,39.099998474121094,5.830094337463379,48.0,27.0,21.0,False,False,False,False,False
1387195413000.0,2023-12-21 12:03:33,39.099998474121094,5.872818946838379,48.0,27.0,21.0,False,False,False,False,False
1387195414000.0,2023-12-21 12:03:34,39.07500076293945,5.9556169509887695,48.0,26.0,22.0,False,False,False,False,False
1387195415000.0,2023-12-21 12:03:35,39.150001525878906,5.858967304229736,48.0,27.0,21.0,False,False,False,False,False
1387195416000.0,2023-12-21 12:03:36,39.150001525878906,5.8632330894470215,48.0,27.0,21.0,False,False,False,False,False
1387195417000.0,2023-12-21 12:03:37,39.125,5.848877906799316,48.0,27.0,21.0,False,False,False,False,False
1387195418000.0,2023-12-21 12:03:38,39.125,5.865950584411621,48.0,27.0,21.0,False,False,False,False,False
1387195419000.0,2023-12-21 12:03:39,39.150001525878906,5.888760566711426,48.0,27.0,21.0,False,False,False,False,False
1387195420000.0,2023-12-21 12:03:40,39.20000076293945,5.857473850250244,48.0,27.0,21.0,False,False,False,False,False
1387195421000.0,2023-12-21 12:03:41,39.20000076293945,5.900000095367432,49.0,27.0,22.0,False,False,False,False,False
1387195422000.0,2023-12-21 12:03:42,39.125,5.861687183380127,48.0,27.0,21.0,False,False,False,False,False
1387195423000.0,2023-12-21 12:03:43,39.150001525878906,5.8845133781433105,48.0,27.0,21.0,False,False,False,False,False
1387195424000.0,2023-12-21 12:03:44,39.099998474121094,5.906775951385498,48.0,27.0,21.0,False,False,False,False,False
1387195425000.0,2023-12-21 12:03:45,39.17499923706055,5.890192985534668,48.0,27.0,21.0,False,False,False,False,False
1387195426000.0,2023-12-21 12:03:46,39.20000076293945,5.912698268890381,48.0,26.0,22.0,False,False,False,False,False
1387195427000.0,2023-12-21 12:03:47,39.07500076293945,5.934591293334961,48.0,27.0,21.0,False,False,False,False,False
1387195428000.0,2023-12-21 12:03:48,39.07500076293945,5.934591293334961,48.0,27.0,21.0,False,False,False,False,False
1387195429000.0,2023-12-21 12:03:49,39.125,5.814582824707031,48.0,27.0,21.0,False,False,False,False,False
1387195430000.0,2023-12-21 12:03:50,39.04999923706055,5.991452217102051,48.0,26.0,22.0,False,False,False,False,False
1387195431000.0,2023-12-21 12:03:51,39.07500076293945,5.943010330200195,48.0,26.0,22.0,False,False,False,False,False
1387195432000.0,2023-12-21 12:03:52,39.099998474121094,5.9025421142578125,48.0,26.0,22.0,False,False,False,False,False
1387195433000.0,2023-12-21 12:03:53,39.0,5.991661071777344,48.0,26.0,22.0,False,False,False,False,False
1387195434000.0,2023-12-21 12:03:54,39.04999923706055,6.049586772918701,48.0,26.0,22.0,False,False,False,False,False
1387195435000.0,2023-12-21 12:03:55,39.025001525878906,5.972803115844727,48.0,26.0,22.0,False,False,False,False,False
1387195436000.0,2023-12-21 12:03:56,38.95000076293945,5.995623588562012,48.0,26.0,22.0,False,False,False,False,False
